recharge_id,user_id,recharge_date,city,recharge_type,plan_type,payment_mode,recharge_amount
JIOREC014265,USER75287,2024-06-19,Mumbai,Postpaid,Data Add-on,Debit Card,133
JIOREC014266,USER21839,2022-09-06,Delhi,Postpaid,Quarterly,Debit Card,848
JIOREC014267,USER92093,2022-12-19,Ahmedabad,Prepaid,Annual,Credit Card,2879
JIOREC014268,USER65970,2023-06-14,Kolkata,Postpaid,Roaming Pack,UPI,523
JIOREC014269,USER90957,2023-02-27,Ahmedabad,Postpaid,Quarterly,Debit Card,754
JIOREC014270,USER24044,2023-04-23,Pune,Prepaid,Annual,Net Banking,2673
JIOREC014271,USER56336,2022-12-07,Bangalore,Prepaid,Data Add-on,Wallet,29
JIOREC014272,USER95601,2023-08-09,Pune,Postpaid,Roaming Pack,Net Banking,841
JIOREC014273,USER47683,2022-04-04,Pune,Prepaid,Monthly,Retail Store,400
JIOREC014274,USER31033,2023-08-11,Mumbai,Postpaid,Roaming Pack,UPI,629
JIOREC014275,USER53085,2022-06-26,Bangalore,Postpaid,Annual,Wallet,2553
JIOREC014276,USER90590,2024-01-13,Lucknow,Prepaid,Roaming Pack,UPI,548
JIOREC014277,USER85869,2023-04-29,Bangalore,Prepaid,Quarterly,UPI,890
JIOREC014278,USER73205,2022-06-04,Mumbai,Prepaid,Monthly,UPI,399
JIOREC014279,USER27910,2024-02-23,Hyderabad,Prepaid,Monthly,UPI,218
JIOREC014280,USER42559,2023-12-06,Pune,Postpaid,Quarterly,UPI,891
JIOREC014281,USER71746,2022-06-27,Pune,Prepaid,Quarterly,Retail Store,722
JIOREC014282,USER73846,2022-12-17,Pune,Prepaid,Roaming Pack,Credit Card,499
JIOREC014283,USER90843,2023-08-15,Delhi,Postpaid,Roaming Pack,Retail Store,527
JIOREC014284,USER96336,2024-03-16,Ahmedabad,Prepaid,Annual,Debit Card,3161
JIOREC014285,USER40633,2024-05-09,Lucknow,Prepaid,Data Add-on,Credit Card,66
JIOREC014286,USER37262,2022-02-12,Delhi,Postpaid,Quarterly,Credit Card,718
JIOREC014287,USER63919,2023-01-31,Lucknow,Postpaid,Monthly,Credit Card,208
JIOREC014288,USER20100,2023-05-11,Pune,Prepaid,Data Add-on,Wallet,126
JIOREC014289,USER37107,2024-06-27,Chennai,Prepaid,Annual,Wallet,3156
JIOREC014290,USER27632,2022-11-19,Chennai,Prepaid,Monthly,Credit Card,395
JIOREC014291,USER81660,2022-09-12,Lucknow,Prepaid,Quarterly,Credit Card,851
JIOREC014292,USER73419,2024-01-04,Pune,Prepaid,Roaming Pack,UPI,548
JIOREC014293,USER82008,2023-04-25,Chennai,Postpaid,Annual,Credit Card,3013
JIOREC014294,USER73996,2024-06-23,Mumbai,Postpaid,Data Add-on,UPI,67
JIOREC014295,USER50006,2023-02-09,Ahmedabad,Prepaid,Quarterly,UPI,891
JIOREC014296,USER36262,2022-12-09,Chennai,Prepaid,Data Add-on,Wallet,61
JIOREC014297,USER23627,2022-04-25,Hyderabad,Prepaid,Data Add-on,UPI,29
JIOREC014298,USER62292,2024-02-19,Pune,Prepaid,Monthly,UPI,262
JIOREC014299,USER60395,2023-03-10,Hyderabad,Prepaid,Roaming Pack,Credit Card,525
JIOREC014300,USER29193,2023-02-06,Lucknow,Prepaid,Roaming Pack,Debit Card,523
JIOREC014301,USER39606,2023-07-18,Lucknow,Prepaid,Monthly,Wallet,418
JIOREC014302,USER16837,2022-12-29,Hyderabad,Prepaid,Data Add-on,Debit Card,121
JIOREC014303,USER29837,2024-05-01,Lucknow,Prepaid,Quarterly,Credit Card,792
JIOREC014304,USER63695,2022-07-14,Ahmedabad,Postpaid,Data Add-on,Credit Card,19
JIOREC014305,USER70385,2023-07-29,Jaipur,Postpaid,Roaming Pack,Debit Card,629
JIOREC014306,USER40965,2024-06-29,Lucknow,Prepaid,Data Add-on,Debit Card,67
JIOREC014307,USER57977,2023-08-16,Bangalore,Prepaid,Quarterly,Credit Card,755
JIOREC014308,USER61471,2022-03-13,Chennai,Postpaid,Data Add-on,Credit Card,61
JIOREC014309,USER70031,2023-04-08,Kolkata,Prepaid,Quarterly,UPI,893
JIOREC014310,USER34481,2022-12-15,Mumbai,Prepaid,Annual,Retail Store,2879
JIOREC014311,USER34825,2024-01-02,Pune,Postpaid,Roaming Pack,Credit Card,659
JIOREC014312,USER20441,2023-12-09,Ahmedabad,Prepaid,Annual,UPI,3022
JIOREC014313,USER27866,2022-12-17,Mumbai,Prepaid,Quarterly,UPI,849
JIOREC014314,USER74671,2024-04-29,Jaipur,Prepaid,Roaming Pack,Net Banking,548
JIOREC014315,USER34047,2022-09-17,Lucknow,Postpaid,Quarterly,UPI,669
JIOREC014316,USER40672,2022-11-25,Hyderabad,Prepaid,Quarterly,Wallet,662
JIOREC014317,USER73301,2024-04-12,Bangalore,Postpaid,Quarterly,Net Banking,790
JIOREC014318,USER99318,2024-04-20,Hyderabad,Prepaid,Monthly,Credit Card,329
JIOREC014319,USER96254,2022-06-14,Jaipur,Postpaid,Monthly,UPI,398
JIOREC014320,USER53459,2022-04-09,Pune,Postpaid,Monthly,Net Banking,399
JIOREC014321,USER98822,2023-06-10,Bangalore,Prepaid,Roaming Pack,UPI,630
JIOREC014322,USER33977,2022-01-10,Jaipur,Prepaid,Monthly,Credit Card,479
JIOREC014323,USER89987,2024-04-29,Mumbai,Postpaid,Monthly,UPI,525
JIOREC014324,USER21721,2022-03-19,Lucknow,Prepaid,Data Add-on,Retail Store,60
JIOREC014325,USER46013,2022-10-25,Delhi,Postpaid,Annual,UPI,2550
JIOREC014326,USER29412,2024-03-15,Kolkata,Prepaid,Roaming Pack,UPI,878
JIOREC014327,USER90676,2023-12-28,Lucknow,Prepaid,Data Add-on,Debit Card,64
JIOREC014328,USER96090,2023-06-28,Lucknow,Postpaid,Roaming Pack,Debit Card,835
JIOREC014329,USER43308,2023-08-05,Pune,Postpaid,Data Add-on,Credit Card,127
JIOREC014330,USER86229,2022-05-09,Pune,Prepaid,Monthly,UPI,238
JIOREC014331,USER62828,2023-12-22,Bangalore,Postpaid,Roaming Pack,UPI,628
JIOREC014332,USER78490,2024-04-30,Pune,Prepaid,Annual,Net Banking,3294
JIOREC014333,USER30468,2023-02-20,Bangalore,Prepaid,Monthly,UPI,502
JIOREC014334,USER69945,2023-06-20,Lucknow,Prepaid,Quarterly,UPI,697
JIOREC014335,USER38548,2022-12-25,Chennai,Postpaid,Annual,Net Banking,2545
JIOREC014336,USER14828,2022-07-17,Delhi,Prepaid,Roaming Pack,Debit Card,595
JIOREC014337,USER61836,2022-05-17,Pune,Prepaid,Annual,Credit Card,2998
JIOREC014338,USER96483,2022-10-23,Lucknow,Prepaid,Monthly,Credit Card,401
JIOREC014339,USER56256,2023-05-08,Ahmedabad,Prepaid,Quarterly,UPI,752
JIOREC014340,USER97055,2023-05-30,Chennai,Postpaid,Monthly,Wallet,250
JIOREC014341,USER60206,2022-07-17,Chennai,Postpaid,Data Add-on,UPI,28
JIOREC014342,USER92165,2023-05-10,Lucknow,Postpaid,Monthly,Wallet,418
JIOREC014343,USER72343,2022-12-18,Delhi,Postpaid,Monthly,Debit Card,299
JIOREC014344,USER11875,2023-06-06,Hyderabad,Prepaid,Quarterly,Credit Card,888
JIOREC014345,USER39261,2023-01-03,Jaipur,Prepaid,Quarterly,UPI,755
JIOREC014346,USER39493,2022-09-30,Jaipur,Prepaid,Data Add-on,Retail Store,29
JIOREC014347,USER14282,2022-10-23,Kolkata,Postpaid,Roaming Pack,Wallet,499
JIOREC014348,USER64182,2022-11-15,Mumbai,Postpaid,Monthly,UPI,300
JIOREC014349,USER57728,2022-05-07,Hyderabad,Prepaid,Roaming Pack,Credit Card,797
JIOREC014350,USER91907,2022-08-23,Pune,Postpaid,Quarterly,Net Banking,845
JIOREC014351,USER57861,2023-08-14,Jaipur,Prepaid,Roaming Pack,Credit Card,525
JIOREC014352,USER18676,2022-03-11,Chennai,Prepaid,Monthly,UPI,239
JIOREC014353,USER99034,2022-01-12,Ahmedabad,Prepaid,Monthly,Wallet,238
JIOREC014354,USER44609,2022-03-17,Jaipur,Postpaid,Data Add-on,Credit Card,121
JIOREC014355,USER19739,2022-02-07,Pune,Postpaid,Monthly,Credit Card,299
JIOREC014356,USER38439,2024-03-10,Jaipur,Postpaid,Monthly,Debit Card,328
JIOREC014357,USER99280,2024-01-10,Chennai,Postpaid,Annual,Debit Card,2798
JIOREC014358,USER51112,2023-10-16,Hyderabad,Prepaid,Roaming Pack,Net Banking,627
JIOREC014359,USER81529,2022-11-13,Jaipur,Prepaid,Data Add-on,UPI,120
JIOREC014360,USER32196,2024-05-22,Lucknow,Postpaid,Roaming Pack,UPI,657
JIOREC014361,USER70968,2022-08-10,Ahmedabad,Prepaid,Quarterly,Credit Card,714
JIOREC014362,USER43729,2024-05-26,Delhi,Postpaid,Monthly,Debit Card,439
JIOREC014363,USER71274,2022-08-20,Mumbai,Postpaid,Monthly,Debit Card,479
JIOREC014364,USER48268,2022-07-30,Chennai,Postpaid,Data Add-on,Credit Card,121
JIOREC014365,USER76544,2023-07-26,Bangalore,Postpaid,Data Add-on,Retail Store,30
JIOREC014366,USER39649,2022-05-03,Jaipur,Postpaid,Quarterly,Wallet,668
JIOREC014367,USER99910,2022-08-12,Jaipur,Postpaid,Annual,UPI,2864
JIOREC014368,USER95958,2023-08-04,Mumbai,Prepaid,Quarterly,Credit Card,698
JIOREC014369,USER74967,2023-08-15,Bangalore,Prepaid,Monthly,UPI,504
JIOREC014370,USER39742,2024-01-10,Delhi,Prepaid,Data Add-on,Net Banking,31
JIOREC014371,USER77520,2024-02-04,Ahmedabad,Postpaid,Annual,UPI,2801
JIOREC014372,USER81346,2023-12-02,Bangalore,Postpaid,Roaming Pack,Credit Card,523
JIOREC014373,USER23091,2022-08-08,Jaipur,Prepaid,Annual,Wallet,2894
JIOREC014374,USER91273,2022-01-09,Bangalore,Prepaid,Roaming Pack,UPI,598
JIOREC014375,USER27290,2023-07-18,Kolkata,Prepaid,Data Add-on,UPI,19
JIOREC014376,USER48121,2022-03-15,Lucknow,Postpaid,Annual,Wallet,3002
JIOREC014377,USER72938,2023-12-19,Bangalore,Prepaid,Roaming Pack,Net Banking,523
JIOREC014378,USER27343,2022-07-19,Delhi,Postpaid,Roaming Pack,UPI,600
JIOREC014379,USER77357,2022-11-22,Chennai,Prepaid,Quarterly,UPI,845
JIOREC014380,USER28118,2022-12-27,Jaipur,Postpaid,Annual,UPI,2879
JIOREC014381,USER24899,2023-05-08,Kolkata,Prepaid,Data Add-on,UPI,19
JIOREC014382,USER29782,2023-05-11,Mumbai,Prepaid,Roaming Pack,UPI,839
JIOREC014383,USER91371,2023-08-30,Chennai,Prepaid,Roaming Pack,Net Banking,626
JIOREC014384,USER72565,2023-03-17,Lucknow,Postpaid,Data Add-on,Wallet,19
JIOREC014385,USER45367,2022-02-12,Kolkata,Prepaid,Roaming Pack,Wallet,499
JIOREC014386,USER74993,2024-02-02,Kolkata,Postpaid,Roaming Pack,UPI,549
JIOREC014387,USER96701,2023-07-04,Ahmedabad,Prepaid,Quarterly,Credit Card,756
JIOREC014388,USER80330,2023-10-30,Pune,Prepaid,Data Add-on,Credit Card,30
JIOREC014389,USER39283,2023-10-02,Delhi,Prepaid,Roaming Pack,Wallet,839
JIOREC014390,USER60703,2022-12-09,Mumbai,Prepaid,Quarterly,Credit Card,666
JIOREC014391,USER60102,2022-03-01,Ahmedabad,Prepaid,Quarterly,UPI,664
JIOREC014392,USER35599,2023-11-25,Delhi,Prepaid,Data Add-on,Debit Card,19
JIOREC014393,USER26607,2022-05-07,Jaipur,Prepaid,Roaming Pack,Debit Card,598
JIOREC014394,USER40343,2022-10-29,Pune,Postpaid,Monthly,UPI,481
JIOREC014395,USER27117,2023-06-25,Pune,Postpaid,Annual,UPI,3024
JIOREC014396,USER76453,2022-12-23,Delhi,Prepaid,Monthly,Credit Card,479
JIOREC014397,USER28564,2023-02-07,Lucknow,Prepaid,Annual,UPI,2674
JIOREC014398,USER44727,2023-10-25,Chennai,Prepaid,Data Add-on,Retail Store,126
JIOREC014399,USER34857,2022-10-14,Pune,Postpaid,Monthly,UPI,398
JIOREC014400,USER87120,2022-08-12,Hyderabad,Prepaid,Monthly,UPI,477
JIOREC014401,USER91547,2023-11-06,Ahmedabad,Postpaid,Roaming Pack,UPI,628
JIOREC014402,USER35667,2023-11-04,Mumbai,Prepaid,Data Add-on,UPI,64
JIOREC014403,USER54799,2022-06-13,Mumbai,Postpaid,Roaming Pack,Wallet,795
JIOREC014404,USER19711,2022-06-20,Delhi,Postpaid,Annual,Credit Card,3009
JIOREC014405,USER53396,2023-03-24,Bangalore,Postpaid,Quarterly,Debit Card,753
JIOREC014406,USER80347,2022-12-02,Pune,Prepaid,Annual,UPI,2545
JIOREC014407,USER54794,2022-01-16,Chennai,Postpaid,Annual,UPI,2546
JIOREC014408,USER18280,2024-05-02,Lucknow,Postpaid,Roaming Pack,Retail Store,657
JIOREC014409,USER59035,2022-06-15,Kolkata,Postpaid,Data Add-on,Net Banking,18
JIOREC014410,USER84453,2022-07-12,Hyderabad,Postpaid,Roaming Pack,Credit Card,498
JIOREC014411,USER51853,2023-10-15,Mumbai,Postpaid,Monthly,Credit Card,419
JIOREC014412,USER53232,2022-04-21,Delhi,Prepaid,Data Add-on,UPI,61
JIOREC014413,USER97654,2022-01-19,Pune,Postpaid,Monthly,UPI,298
JIOREC014414,USER63659,2022-11-09,Pune,Postpaid,Data Add-on,UPI,29
JIOREC014415,USER69939,2024-01-31,Kolkata,Postpaid,Quarterly,UPI,933
JIOREC014416,USER81522,2023-05-04,Pune,Postpaid,Annual,Credit Card,3019
JIOREC014417,USER18546,2022-04-16,Jaipur,Postpaid,Monthly,Net Banking,398
JIOREC014418,USER10314,2022-09-04,Lucknow,Prepaid,Quarterly,Credit Card,851
JIOREC014419,USER96546,2023-03-16,Chennai,Prepaid,Roaming Pack,UPI,837
JIOREC014420,USER50852,2022-05-05,Ahmedabad,Prepaid,Monthly,UPI,397
JIOREC014421,USER64597,2022-08-04,Delhi,Prepaid,Roaming Pack,Wallet,795
JIOREC014422,USER34876,2023-08-04,Bangalore,Prepaid,Data Add-on,Net Banking,19
JIOREC014423,USER78882,2024-01-06,Hyderabad,Postpaid,Roaming Pack,UPI,659
JIOREC014424,USER63914,2022-11-04,Kolkata,Prepaid,Monthly,Net Banking,296
JIOREC014425,USER16260,2024-06-08,Delhi,Prepaid,Roaming Pack,UPI,660
JIOREC014426,USER37339,2024-05-15,Kolkata,Postpaid,Monthly,Debit Card,327
JIOREC014427,USER27510,2022-03-17,Lucknow,Prepaid,Data Add-on,UPI,28
JIOREC014428,USER75119,2022-11-23,Delhi,Prepaid,Annual,UPI,2883
JIOREC014429,USER64767,2023-11-23,Kolkata,Postpaid,Monthly,Net Banking,210
JIOREC014430,USER97252,2022-08-17,Mumbai,Prepaid,Quarterly,UPI,850
JIOREC014431,USER66340,2023-11-04,Delhi,Prepaid,Roaming Pack,Credit Card,836
JIOREC014432,USER68013,2024-02-21,Jaipur,Prepaid,Annual,UPI,3166
JIOREC014433,USER74844,2022-03-24,Hyderabad,Postpaid,Data Add-on,Credit Card,19
JIOREC014434,USER42925,2023-03-23,Lucknow,Postpaid,Monthly,Wallet,504
JIOREC014435,USER88878,2024-04-19,Jaipur,Postpaid,Annual,UPI,3290
JIOREC014436,USER52182,2024-03-22,Mumbai,Prepaid,Monthly,Debit Card,329
JIOREC014437,USER68928,2022-08-16,Pune,Prepaid,Annual,UPI,2878
JIOREC014438,USER88866,2022-04-23,Lucknow,Prepaid,Roaming Pack,UPI,600
JIOREC014439,USER72654,2023-03-16,Mumbai,Prepaid,Data Add-on,UPI,127
JIOREC014440,USER56384,2023-10-20,Lucknow,Prepaid,Data Add-on,Net Banking,63
JIOREC014441,USER82301,2022-12-31,Bangalore,Prepaid,Annual,Credit Card,2999
JIOREC014442,USER30697,2023-12-01,Ahmedabad,Prepaid,Quarterly,Wallet,891
JIOREC014443,USER30388,2023-02-23,Hyderabad,Postpaid,Monthly,UPI,314
JIOREC014444,USER17209,2022-05-10,Pune,Postpaid,Quarterly,UPI,852
JIOREC014445,USER55074,2023-07-26,Mumbai,Prepaid,Quarterly,Debit Card,887
JIOREC014446,USER37983,2024-02-02,Kolkata,Postpaid,Data Add-on,UPI,67
JIOREC014447,USER14926,2023-04-06,Pune,Postpaid,Annual,UPI,3028
JIOREC014448,USER82247,2024-01-15,Hyderabad,Postpaid,Monthly,UPI,218
JIOREC014449,USER91959,2023-03-02,Hyderabad,Postpaid,Quarterly,UPI,890
JIOREC014450,USER79586,2024-04-14,Mumbai,Prepaid,Data Add-on,Wallet,66
JIOREC014451,USER49335,2024-06-14,Lucknow,Postpaid,Data Add-on,Debit Card,20
JIOREC014452,USER73165,2022-09-19,Bangalore,Postpaid,Quarterly,UPI,665
JIOREC014453,USER80008,2023-08-28,Chennai,Postpaid,Annual,UPI,2669
JIOREC014454,USER54971,2024-03-01,Mumbai,Postpaid,Monthly,UPI,526
JIOREC014455,USER19678,2023-06-21,Chennai,Prepaid,Roaming Pack,Net Banking,629
JIOREC014456,USER38056,2023-07-31,Ahmedabad,Postpaid,Data Add-on,Net Banking,126
JIOREC014457,USER52287,2023-08-24,Kolkata,Postpaid,Roaming Pack,UPI,626
JIOREC014458,USER52818,2024-06-23,Delhi,Prepaid,Monthly,UPI,262
JIOREC014459,USER73886,2023-10-09,Mumbai,Postpaid,Monthly,Credit Card,250
JIOREC014460,USER49850,2024-02-25,Delhi,Prepaid,Monthly,UPI,263
JIOREC014461,USER89457,2023-10-26,Pune,Prepaid,Data Add-on,UPI,30
JIOREC014462,USER73355,2022-09-06,Ahmedabad,Postpaid,Monthly,Wallet,478
JIOREC014463,USER71466,2023-09-25,Bangalore,Postpaid,Monthly,Credit Card,500
JIOREC014464,USER96567,2022-04-13,Hyderabad,Postpaid,Roaming Pack,UPI,799
JIOREC014465,USER10387,2023-01-03,Jaipur,Postpaid,Quarterly,Retail Store,698
JIOREC014466,USER43298,2022-08-26,Pune,Prepaid,Roaming Pack,Retail Store,602
JIOREC014467,USER32743,2023-01-24,Lucknow,Postpaid,Annual,Credit Card,3022
JIOREC014468,USER56104,2024-01-12,Lucknow,Prepaid,Annual,Credit Card,3165
JIOREC014469,USER71556,2022-11-12,Kolkata,Postpaid,Annual,Credit Card,2547
JIOREC014470,USER60957,2023-05-25,Pune,Prepaid,Roaming Pack,Net Banking,631
JIOREC014471,USER44904,2022-03-01,Chennai,Prepaid,Monthly,Debit Card,238
JIOREC014472,USER16989,2023-12-01,Chennai,Prepaid,Monthly,Retail Store,502
JIOREC014473,USER11453,2022-05-22,Jaipur,Postpaid,Quarterly,UPI,716
JIOREC014474,USER44584,2023-01-23,Ahmedabad,Postpaid,Roaming Pack,Debit Card,839
JIOREC014475,USER81046,2023-05-02,Pune,Prepaid,Annual,UPI,3151
JIOREC014476,USER65407,2022-07-04,Ahmedabad,Postpaid,Monthly,Debit Card,237
JIOREC014477,USER92826,2023-03-04,Kolkata,Postpaid,Roaming Pack,Wallet,838
JIOREC014478,USER77433,2022-07-17,Jaipur,Postpaid,Annual,UPI,3012
JIOREC014479,USER32818,2023-07-25,Jaipur,Prepaid,Quarterly,Wallet,697
JIOREC014480,USER98997,2022-12-27,Pune,Postpaid,Annual,Retail Store,2999
JIOREC014481,USER65238,2023-09-14,Pune,Postpaid,Quarterly,Credit Card,697
JIOREC014482,USER22189,2023-10-07,Bangalore,Postpaid,Roaming Pack,UPI,629
JIOREC014483,USER43479,2023-01-24,Ahmedabad,Prepaid,Data Add-on,UPI,64
JIOREC014484,USER72763,2023-06-04,Hyderabad,Prepaid,Roaming Pack,UPI,841
JIOREC014485,USER51383,2022-07-30,Kolkata,Prepaid,Quarterly,Credit Card,718
JIOREC014486,USER48440,2022-09-11,Jaipur,Postpaid,Annual,UPI,2526
JIOREC014487,USER46381,2023-05-02,Mumbai,Postpaid,Data Add-on,Debit Card,63
JIOREC014488,USER37574,2023-11-14,Delhi,Prepaid,Quarterly,Debit Card,693
JIOREC014489,USER33720,2024-06-18,Bangalore,Prepaid,Monthly,Credit Card,525
JIOREC014490,USER25628,2024-01-14,Lucknow,Postpaid,Quarterly,Net Banking,732
JIOREC014491,USER99071,2022-12-17,Mumbai,Prepaid,Annual,Debit Card,2879
JIOREC014492,USER89477,2022-01-03,Mumbai,Prepaid,Monthly,UPI,298
JIOREC014493,USER43419,2022-12-14,Ahmedabad,Postpaid,Data Add-on,Credit Card,61
JIOREC014494,USER76575,2022-06-14,Pune,Prepaid,Roaming Pack,Credit Card,802
JIOREC014495,USER52959,2022-10-11,Jaipur,Postpaid,Data Add-on,Retail Store,120
JIOREC014496,USER39420,2023-04-22,Jaipur,Postpaid,Roaming Pack,UPI,629
JIOREC014497,USER92218,2022-06-20,Delhi,Prepaid,Monthly,Retail Store,479
JIOREC014498,USER76375,2022-09-08,Chennai,Postpaid,Roaming Pack,Credit Card,794
JIOREC014499,USER47200,2024-04-11,Lucknow,Prepaid,Data Add-on,Credit Card,20
JIOREC014500,USER65379,2023-10-25,Lucknow,Postpaid,Data Add-on,Credit Card,127
JIOREC014501,USER69715,2023-06-10,Delhi,Prepaid,Data Add-on,Credit Card,63
JIOREC014502,USER54044,2024-03-09,Kolkata,Prepaid,Data Add-on,Credit Card,31
JIOREC014503,USER68145,2022-05-01,Ahmedabad,Prepaid,Annual,Net Banking,2873
JIOREC014504,USER17454,2022-10-29,Mumbai,Postpaid,Data Add-on,UPI,60
JIOREC014505,USER75679,2023-04-18,Chennai,Postpaid,Quarterly,UPI,754
JIOREC014506,USER73482,2024-01-27,Jaipur,Postpaid,Quarterly,UPI,933
JIOREC014507,USER55611,2022-01-08,Hyderabad,Postpaid,Roaming Pack,Net Banking,598
JIOREC014508,USER30258,2024-05-03,Kolkata,Postpaid,Roaming Pack,UPI,549
JIOREC014509,USER92407,2022-10-31,Chennai,Postpaid,Quarterly,UPI,714
JIOREC014510,USER96641,2024-03-16,Delhi,Prepaid,Monthly,Debit Card,329
JIOREC014511,USER87099,2023-01-01,Lucknow,Postpaid,Monthly,UPI,209
JIOREC014512,USER43235,2022-09-09,Delhi,Postpaid,Data Add-on,Credit Card,19
JIOREC014513,USER48784,2024-01-12,Jaipur,Postpaid,Data Add-on,UPI,133
JIOREC014514,USER73536,2024-03-16,Jaipur,Postpaid,Data Add-on,Retail Store,20
JIOREC014515,USER58293,2022-12-15,Chennai,Prepaid,Quarterly,Net Banking,849
JIOREC014516,USER73734,2023-07-19,Hyderabad,Postpaid,Data Add-on,Debit Card,30
JIOREC014517,USER15410,2022-12-05,Mumbai,Prepaid,Roaming Pack,UPI,599
JIOREC014518,USER15131,2023-01-22,Bangalore,Prepaid,Roaming Pack,Retail Store,629
JIOREC014519,USER82765,2022-09-15,Mumbai,Prepaid,Data Add-on,UPI,121
JIOREC014520,USER78501,2023-05-21,Jaipur,Prepaid,Roaming Pack,UPI,626
JIOREC014521,USER91504,2023-02-20,Kolkata,Prepaid,Annual,Debit Card,2673
JIOREC014522,USER37388,2023-02-01,Chennai,Prepaid,Monthly,Net Banking,314
JIOREC014523,USER44456,2023-12-10,Hyderabad,Postpaid,Monthly,Net Banking,313
JIOREC014524,USER80036,2022-11-08,Lucknow,Postpaid,Monthly,Credit Card,197
JIOREC014525,USER17471,2023-08-03,Kolkata,Prepaid,Roaming Pack,Wallet,628
JIOREC014526,USER38526,2022-03-04,Bangalore,Postpaid,Quarterly,Debit Card,848
JIOREC014527,USER67962,2024-06-11,Mumbai,Postpaid,Data Add-on,Credit Card,31
JIOREC014528,USER29314,2024-06-23,Bangalore,Postpaid,Quarterly,UPI,733
JIOREC014529,USER12468,2024-03-22,Chennai,Prepaid,Quarterly,UPI,731
JIOREC014530,USER11388,2022-04-29,Kolkata,Prepaid,Annual,Credit Card,2878
JIOREC014531,USER83697,2023-03-10,Lucknow,Postpaid,Data Add-on,Wallet,126
JIOREC014532,USER57597,2022-05-06,Chennai,Prepaid,Roaming Pack,UPI,598
JIOREC014533,USER58555,2024-03-26,Mumbai,Prepaid,Monthly,Credit Card,219
JIOREC014534,USER37947,2023-08-31,Hyderabad,Prepaid,Data Add-on,Debit Card,19
JIOREC014535,USER70306,2023-11-03,Jaipur,Postpaid,Data Add-on,UPI,20
JIOREC014536,USER78817,2022-06-14,Mumbai,Postpaid,Annual,UPI,2533
JIOREC014537,USER44812,2024-05-09,Jaipur,Postpaid,Annual,UPI,3158
JIOREC014538,USER95985,2022-04-24,Kolkata,Prepaid,Data Add-on,UPI,61
JIOREC014539,USER37747,2023-12-22,Kolkata,Postpaid,Annual,UPI,2672
JIOREC014540,USER10971,2022-11-04,Pune,Prepaid,Roaming Pack,Debit Card,793
JIOREC014541,USER36465,2024-05-18,Ahmedabad,Postpaid,Annual,Net Banking,3159
JIOREC014542,USER85176,2022-09-23,Mumbai,Postpaid,Monthly,UPI,476
JIOREC014543,USER44202,2023-06-19,Delhi,Postpaid,Annual,Wallet,3152
JIOREC014544,USER12345,2023-08-29,Chennai,Postpaid,Data Add-on,UPI,20
JIOREC014545,USER59301,2023-08-28,Pune,Postpaid,Quarterly,UPI,887
JIOREC014546,USER70896,2022-03-12,Delhi,Postpaid,Quarterly,Retail Store,718
JIOREC014547,USER25718,2023-06-05,Hyderabad,Postpaid,Annual,UPI,3012
JIOREC014548,USER35603,2024-06-30,Pune,Prepaid,Monthly,UPI,218
JIOREC014549,USER92167,2023-11-29,Chennai,Prepaid,Roaming Pack,UPI,528
JIOREC014550,USER80194,2023-08-23,Lucknow,Prepaid,Roaming Pack,Net Banking,632
JIOREC014551,USER90236,2022-01-30,Jaipur,Prepaid,Roaming Pack,Net Banking,599
JIOREC014552,USER70988,2023-04-02,Pune,Prepaid,Quarterly,Retail Store,699
JIOREC014553,USER33355,2023-11-25,Mumbai,Prepaid,Annual,Credit Card,3144
JIOREC014554,USER79169,2022-01-17,Mumbai,Prepaid,Roaming Pack,Wallet,598
JIOREC014555,USER95210,2023-08-04,Delhi,Postpaid,Roaming Pack,Debit Card,632
JIOREC014556,USER66475,2023-01-19,Jaipur,Prepaid,Data Add-on,Credit Card,30
JIOREC014557,USER56381,2023-09-06,Hyderabad,Prepaid,Data Add-on,UPI,127
JIOREC014558,USER48159,2023-09-09,Delhi,Prepaid,Quarterly,UPI,894
JIOREC014559,USER13278,2023-07-11,Mumbai,Postpaid,Data Add-on,Debit Card,19
JIOREC014560,USER97968,2024-02-18,Lucknow,Postpaid,Quarterly,UPI,934
JIOREC014561,USER69301,2022-02-03,Kolkata,Prepaid,Monthly,Credit Card,239
JIOREC014562,USER80837,2023-01-02,Mumbai,Prepaid,Roaming Pack,UPI,523
JIOREC014563,USER91370,2022-01-07,Delhi,Postpaid,Monthly,UPI,299
JIOREC014564,USER59605,2023-01-17,Kolkata,Prepaid,Roaming Pack,Retail Store,838
JIOREC014565,USER76515,2022-12-20,Ahmedabad,Prepaid,Roaming Pack,Wallet,599
JIOREC014566,USER35459,2023-02-07,Pune,Postpaid,Data Add-on,Credit Card,30
